nome_personagem,nivel,raca,classe,forca,destreza,constituicao,sabedoria,inteligencia,carisma
Ragzlin Hallowtide,9,Gnomo,Feiticeiro,17,18,19,8,13,19
Jaheira Stoutbeard,4,Tiefling,Paladino,13,16,17,17,14,15
Orin Silverfrond,3,Dragonborn,Druida,14,14,13,19,16,12
Nere Cliffgate,8,Meio-Elfo,Clérigo,17,14,14,16,12,18
Halsin Stormwind,5,Meio-Elfo,Druida,15,8,11,9,16,17
Gale Anchev,2,Orc,Druida,19,14,14,8,15,10
Ragzlin Stoutbeard,10,Dragonborn,Monge,8,17,17,14,8,18
Brem Ironfist,9,Tiefling,Bardo,19,14,10,13,18,14
Gale Ansur,3,Orc,Feiticeiro,11,11,14,19,19,16
Barcus Windrunner,12,Halfling,Clérigo,18,14,11,10,10,19
Orin Cliffgate,2,Anão,Patrulheiro,12,15,15,8,15,13
Roah Shadowdancer,1,Gnomo,Clérigo,9,10,16,19,16,10
Aradin Goldseeker,8,Githyanki,Paladino,8,17,14,12,11,12
Gortash Moonbreeze,11,Gnomo,Paladino,15,9,15,17,19,14
Halsin Ironfist,3,Dragonborn,Paladino,13,14,15,11,13,15
Elminster Swiftfoot,7,Humano,Guerreiro,12,12,9,12,11,19
Barcus Del'Vyre,1,Gnomo,Feiticeiro,16,12,16,8,16,11
Omeluum Silverfrond,1,Elfo,Bardo,18,12,13,8,9,9
Minsc Del'Vyre,12,Meio-Elfo,Feiticeiro,18,14,18,12,13,17
Sazza Firebrand,9,Gnomo,Guerreiro,9,16,11,13,18,9
Danis Shadowdancer,12,Elfo,Paladino,17,18,12,12,10,19
Shadowheart Silverfrond,8,Anão,Patrulheiro,19,15,17,9,17,10
Brem Spellweaver,12,Gnomo,Paladino,15,13,12,16,11,15
Jaheira Del'Vyre,3,Halfling,Guerreiro,18,14,14,12,9,8
Viconia Goldseeker,6,Gnomo,Clérigo,17,16,16,18,18,14
Ketheric Ironfist,11,Gnomo,Druida,16,18,14,18,15,13
Elminster Stonefoot,3,Dragonborn,Clérigo,8,13,16,12,17,9
Jaheira Darkweaver,12,Githyanki,Paladino,14,8,11,17,15,16
Bex Windrunner,4,Halfling,Ladino,15,11,17,16,8,19
Volothamp Ironfist,1,Gnomo,Clérigo,10,15,17,10,17,12
Aradin Shadowdancer,5,Gnomo,Bruxo,11,14,11,12,13,9
Volothamp Stonefoot,1,Gnomo,Druida,10,10,13,19,8,10
Zevlor Del'Vyre,1,Elfo,Bruxo,14,17,15,12,13,14
Sazza Windrunner,10,Anão,Druida,16,10,16,9,14,14
Dammon Cliffgate,11,Humano,Bardo,10,18,8,18,9,17
Viconia Bloodaxe,11,Humano,Bruxo,13,10,8,11,16,8
Roah Sunstrider,7,Humano,Clérigo,15,19,15,18,15,17
Mizora Stormwind,12,Tiefling,Druida,13,8,18,18,16,18
Sazza Spellweaver,6,Humano,Bardo,9,17,14,9,17,18
Jaheira Dekarios,2,Gnomo,Monge,14,8,16,12,11,19
Viconia Starseeker,11,Elfo,Ladino,9,13,18,17,11,11
Danis Firebrand,12,Gnomo,Feiticeiro,9,8,10,19,19,13
Brem Ironfist,2,Gnomo,Mago,9,12,17,9,15,15
Elminster Del'Vyre,11,Meio-Elfo,Bardo,18,11,19,17,8,10
Sarevok Del'Vyre,7,Dragonborn,Clérigo,8,12,12,16,15,10
Dammon Shadowdancer,1,Anão,Clérigo,18,14,10,17,14,15
Orin Ravengard,2,Tiefling,Ladino,8,13,12,13,19,15
Bhaal Stonefoot,12,Anão,Ladino,14,19,17,15,14,15
Danis Swiftfoot,8,Humano,Bardo,19,16,8,16,16,8
Dror Darkweaver,6,Gnomo,Paladino,12,13,18,15,17,15
Barcus Nightbreeze,2,Halfling,Ladino,18,16,11,12,14,15
Mizora Dekarios,7,Githyanki,Feiticeiro,10,11,13,12,9,9
Minthara Darkweaver,4,Githyanki,Paladino,8,8,9,13,8,19
Rath Ironfist,2,Dragonborn,Monge,18,8,14,8,8,16
Dammon Anchev,12,Tiefling,Clérigo,17,17,15,18,14,14
Mizora Swiftfoot,6,Elfo,Bardo,13,14,8,15,12,15
Shadowheart Ironfist,11,Dragonborn,Ladino,18,10,11,9,11,9
Mizora Nightbreeze,9,Meio-Elfo,Monge,8,9,18,13,12,11
Mizora Goldseeker,11,Gnomo,Bardo,16,13,11,16,17,14
Ketheric Shadowdancer,9,Orc,Druida,9,13,12,10,17,13
Aradin Darkweaver,8,Tiefling,Mago,8,14,19,9,13,14
Mizora Starseeker,3,Gnomo,Druida,19,12,19,17,19,8
Ketheric Sunstrider,3,Halfling,Guerreiro,14,15,11,12,17,15
Abdirak Ironfist,2,Anão,Paladino,13,14,16,18,13,14
Danis Bloodaxe,5,Elfo,Feiticeiro,13,9,14,16,8,11
Kagha Anchev,12,Githyanki,Guerreiro,12,8,9,13,9,8
Shadowheart Starseeker,4,Tiefling,Patrulheiro,18,16,8,15,10,15
Sazza Ravengard,7,Tiefling,Monge,11,12,16,15,11,17
Kagha Ravengard,4,Anão,Paladino,18,19,8,14,13,14
Abdirak Darkweaver,9,Halfling,Monge,11,18,13,12,19,15
Orin Stonefoot,12,Gnomo,Druida,10,12,9,9,19,17
Raphael Moonbreeze,12,Elfo,Bruxo,17,19,11,17,18,8
Rath Stormwind,2,Anão,Paladino,15,17,13,17,16,12
Viconia Dekarios,11,Anão,Clérigo,14,11,12,12,19,16
Gale Windrunner,6,Anão,Monge,16,9,18,19,9,12
Lae'zel Spellweaver,7,Tiefling,Clérigo,8,12,13,14,15,17
Minsc Swiftfoot,4,Tiefling,Bruxo,14,9,10,19,16,19
Lae'zel Goldseeker,6,Tiefling,Ladino,17,19,12,19,9,10
Minsc Cliffgate,7,Tiefling,Monge,11,14,9,14,16,16
Kagha Nightbreeze,4,Elfo,Guerreiro,14,18,14,18,14,16
Zevlor Bloodaxe,8,Halfling,Monge,19,16,10,9,16,11
Dammon Ironfist,9,Orc,Ladino,8,16,8,14,13,11
Sarevok Ironfist,1,Elfo,Druida,12,18,15,13,9,18
Jaheira Stormwind,7,Halfling,Bardo,10,13,15,14,15,15
Jaheira Starseeker,9,Gnomo,Feiticeiro,12,8,10,18,17,14
Dror Windrunner,12,Meio-Elfo,Guerreiro,11,13,14,15,16,18
Barcus Stormwind,10,Gnomo,Guerreiro,9,12,16,11,19,12
Halsin Sunstrider,5,Halfling,Bruxo,18,11,15,8,15,13
Viconia Starseeker,12,Anão,Druida,11,19,10,15,9,10
Barcus Ironfist,2,Orc,Guerreiro,10,13,9,15,15,13
Bhaal Stonefoot,10,Githyanki,Mago,8,13,17,10,10,15
Wyll Moonbreeze,6,Dragonborn,Clérigo,19,13,14,10,10,17
Lae'zel Ravengard,12,Tiefling,Paladino,17,9,14,12,16,18
Danis Starseeker,12,Humano,Mago,15,14,16,10,16,16
Abdirak Brightwood,7,Githyanki,Bardo,12,11,12,12,16,10
Gale Nightbreeze,2,Githyanki,Monge,11,19,11,15,11,15
Gortash Brightwood,2,Gnomo,Druida,17,16,15,8,19,19
Viconia Windrunner,10,Tiefling,Patrulheiro,19,17,11,9,14,10
Volothamp Swiftfoot,12,Meio-Elfo,Patrulheiro,12,9,11,9,15,9
Sarevok Windrunner,10,Halfling,Feiticeiro,11,12,19,19,12,12
Cora Darkweaver,1,Tiefling,Mago,10,11,19,11,8,11
Sarevok Ansur,4,Humano,Guerreiro,12,16,9,16,16,12
Ketheric Hallowtide,7,Humano,Monge,11,11,8,9,13,13
Roah Dekarios,9,Halfling,Druida,8,15,11,19,10,10
Alfira Ansur,3,Githyanki,Ladino,19,15,14,18,10,8
Omeluum Firebrand,12,Tiefling,Monge,10,13,19,19,17,11
Jaheira Stoutbeard,11,Humano,Feiticeiro,17,13,16,16,8,13
Ragzlin Moonbreeze,7,Halfling,Feiticeiro,17,18,16,14,15,9
Dammon Windrunner,7,Dragonborn,Paladino,15,15,19,17,9,9
Volothamp Windrunner,7,Dragonborn,Bruxo,14,19,17,15,19,8
Lae'zel Stormwind,2,Elfo,Druida,9,19,8,8,8,16
Volothamp Firebrand,6,Tiefling,Monge,8,17,12,12,14,10
Alfira Spellweaver,2,Orc,Druida,10,16,14,16,18,9
Danis Bloodaxe,6,Halfling,Ladino,12,12,14,19,16,11
Blurg Bloodaxe,10,Githyanki,Guerreiro,17,18,17,11,13,13
Dammon Stormwind,3,Meio-Elfo,Bardo,18,8,13,9,15,8
Gale Goldseeker,2,Humano,Bruxo,19,8,18,13,15,16
Dror Stormwind,12,Anão,Bruxo,8,9,17,9,16,16
Minthara Shadowdancer,6,Tiefling,Guerreiro,10,17,11,10,14,15
Voss Ansur,2,Humano,Paladino,10,17,10,15,16,13
Ragzlin Starseeker,5,Elfo,Patrulheiro,12,12,19,10,16,11
Orin Ironfist,2,Halfling,Bardo,10,11,16,9,19,9
Mizora Firebrand,3,Githyanki,Mago,16,8,19,13,18,15
Halsin Moonbreeze,3,Humano,Mago,8,11,17,10,8,14
Sarevok Stoutbeard,6,Anão,Feiticeiro,11,11,11,8,13,19
Aradin Windrunner,6,Meio-Elfo,Bardo,17,17,15,19,19,11
Bex Goldseeker,10,Halfling,Paladino,17,11,8,10,15,10
Zevlor Cliffgate,3,Halfling,Paladino,11,8,14,13,17,13
Brem Del'Vyre,3,Orc,Ladino,8,16,19,10,16,8
Barcus Sunstrider,12,Elfo,Feiticeiro,9,10,13,16,11,9
Blurg Silverfrond,1,Halfling,Clérigo,18,11,19,14,9,14
Wyll Silverfrond,7,Githyanki,Monge,8,12,8,12,18,18
Dror Anchev,8,Halfling,Paladino,13,14,11,9,16,10
Barcus Ravengard,2,Orc,Mago,10,13,19,16,16,8
Brem Spellweaver,4,Elfo,Guerreiro,14,12,12,12,19,9
Dammon Cliffgate,10,Tiefling,Feiticeiro,12,15,18,14,15,17
Omeluum Anchev,7,Gnomo,Mago,16,8,15,16,10,17
Raphael Dekarios,8,Tiefling,Clérigo,14,14,11,11,12,16
Omeluum Windrunner,1,Dragonborn,Bardo,11,19,10,16,9,14
Shadowheart Ironfist,4,Orc,Clérigo,12,13,9,8,10,14
Orin Stoutbeard,6,Halfling,Druida,12,18,11,19,8,17
Raphael Moonbreeze,3,Elfo,Monge,18,12,18,13,11,15
Omeluum Stoutbeard,5,Tiefling,Druida,12,14,17,9,12,19
Lae'zel Ironfist,10,Tiefling,Ladino,17,10,11,15,19,19
Kagha Windrunner,9,Dragonborn,Paladino,16,8,17,12,9,15
Sarevok Goldseeker,11,Tiefling,Ladino,17,16,12,10,10,16
Gale Stoutbeard,3,Orc,Clérigo,10,9,14,9,19,9
Volothamp Stoutbeard,5,Tiefling,Druida,13,17,16,15,13,15
Rath Spellweaver,8,Githyanki,Guerreiro,15,10,9,14,13,15
Bex Goldseeker,6,Dragonborn,Monge,18,15,12,16,14,12
Orin Goldseeker,4,Elfo,Feiticeiro,16,19,18,15,19,12
Mizora Starseeker,8,Elfo,Guerreiro,14,17,17,18,16,11
Voss Shadowdancer,11,Tiefling,Feiticeiro,19,16,16,11,11,12
Abdirak Bloodaxe,3,Orc,Guerreiro,10,10,19,9,12,9
Jaheira Ironfist,3,Orc,Guerreiro,8,13,10,9,18,9
Omeluum Hallowtide,4,Meio-Elfo,Bardo,11,14,8,9,9,12
Aradin Shadowdancer,9,Humano,Paladino,13,8,9,18,13,18
Cora Silverfrond,5,Githyanki,Paladino,10,14,13,19,11,10
Gortash Firebrand,8,Meio-Elfo,Druida,8,11,12,13,12,8
Gortash Sunstrider,6,Humano,Guerreiro,13,12,8,14,14,16
Shadowheart Shadowdancer,3,Gnomo,Bruxo,8,15,8,19,13,9
Blurg Stonefoot,8,Anão,Monge,16,11,18,13,15,19
Karlach Starseeker,12,Humano,Bruxo,18,11,11,9,13,17
Sazza Sunstrider,9,Anão,Ladino,19,15,19,11,17,9
Gortash Brightwood,8,Dragonborn,Druida,8,12,11,10,15,11
Kagha Del'Vyre,4,Tiefling,Monge,13,13,13,18,11,9
Roah Darkweaver,11,Humano,Clérigo,8,19,13,11,19,14
Barcus Goldseeker,6,Orc,Druida,19,18,17,12,14,19
Shadowheart Ravengard,1,Githyanki,Ladino,14,12,13,14,10,17
Kagha Swiftfoot,4,Gnomo,Ladino,10,8,8,16,8,8
Lae'zel Spellweaver,8,Elfo,Ladino,13,14,17,18,16,18
Elminster Firebrand,1,Meio-Elfo,Bruxo,14,13,16,9,16,9
Roah Starseeker,3,Tiefling,Feiticeiro,8,9,18,15,13,18
Dror Nightbreeze,1,Meio-Elfo,Feiticeiro,8,18,14,10,9,12
Shadowheart Stoutbeard,9,Meio-Elfo,Paladino,12,14,14,16,15,9
Voss Firebrand,2,Halfling,Monge,13,13,18,17,17,16
Blurg Stonefoot,9,Meio-Elfo,Feiticeiro,16,12,14,19,13,11
Karlach Bloodaxe,4,Meio-Elfo,Clérigo,8,15,9,11,14,16
Astarion Goldseeker,2,Halfling,Patrulheiro,11,12,9,10,8,18
Rath Hallowtide,4,Halfling,Patrulheiro,17,18,13,17,10,19
Sarevok Stonefoot,12,Githyanki,Guerreiro,15,9,14,13,8,8
Omeluum Starseeker,11,Humano,Bardo,17,13,10,17,17,8
Cora Moonbreeze,11,Humano,Druida,16,19,11,16,8,8
Zevlor Spellweaver,10,Githyanki,Bardo,10,8,19,14,19,11
Viconia Spellweaver,6,Halfling,Patrulheiro,18,12,10,11,19,16
Minthara Swiftfoot,11,Anão,Patrulheiro,9,13,14,10,18,15
Gale Darkweaver,7,Elfo,Mago,11,14,14,17,8,14
Gortash Bloodaxe,3,Githyanki,Clérigo,9,9,11,11,11,8
Bhaal Ironfist,3,Gnomo,Mago,8,8,14,10,14,10
Minthara Anchev,12,Githyanki,Guerreiro,19,13,12,19,14,16
Ragzlin Stormwind,10,Halfling,Mago,10,10,8,10,19,16
Minthara Hallowtide,12,Anão,Druida,14,12,17,19,12,12
Sarevok Moonbreeze,8,Tiefling,Bruxo,8,19,11,16,19,19
Aradin Anchev,5,Halfling,Guerreiro,9,18,14,11,13,13
Astarion Goldseeker,4,Dragonborn,Bruxo,8,9,9,16,9,18
Karlach Stormwind,7,Dragonborn,Guerreiro,15,8,9,19,12,13
Barcus Cliffgate,7,Elfo,Mago,12,8,8,17,14,17
Jaheira Sunstrider,9,Halfling,Patrulheiro,15,18,9,12,16,11
Sarevok Swiftfoot,9,Orc,Bruxo,10,11,17,14,13,8
Astarion Goldseeker,5,Dragonborn,Monge,19,17,15,12,19,12
Barcus Firebrand,12,Meio-Elfo,Guerreiro,14,9,18,8,17,8
Dror Ravengard,8,Tiefling,Bardo,15,8,15,9,11,8
Blurg Goldseeker,10,Meio-Elfo,Paladino,13,13,15,18,10,18
Blurg Del'Vyre,1,Gnomo,Monge,14,11,8,12,16,12
Sarevok Ravengard,9,Elfo,Feiticeiro,19,17,8,13,14,12
Blurg Nightbreeze,8,Gnomo,Monge,9,19,19,14,18,14
Dror Stoutbeard,6,Gnomo,Ladino,15,14,17,9,13,9
Orin Stoutbeard,3,Dragonborn,Ladino,12,18,11,17,14,13
Lae'zel Stoutbeard,3,Halfling,Ladino,14,13,13,16,15,9
Barcus Moonbreeze,8,Humano,Clérigo,8,12,15,13,12,17
Gortash Sunstrider,5,Dragonborn,Patrulheiro,12,17,9,9,10,12
Shadowheart Starseeker,10,Githyanki,Bardo,8,19,10,9,10,11
Minsc Stoutbeard,11,Humano,Paladino,19,19,13,10,9,18
Blurg Ironfist,7,Halfling,Druida,15,19,17,8,15,17
Barcus Bloodaxe,5,Gnomo,Bruxo,11,19,11,16,8,12
Abdirak Stoutbeard,8,Anão,Monge,11,9,19,17,19,9
Ragzlin Sunstrider,10,Elfo,Clérigo,9,12,9,18,15,15
Astarion Swiftfoot,10,Halfling,Bruxo,12,16,14,11,10,15
Voss Hallowtide,4,Anão,Clérigo,8,16,11,12,16,13
Lae'zel Spellweaver,2,Tiefling,Mago,16,9,15,14,19,10
Blurg Dekarios,3,Gnomo,Clérigo,12,14,15,8,19,11
Karlach Silverfrond,8,Meio-Elfo,Mago,13,17,14,10,18,8
Mizora Dekarios,11,Githyanki,Mago,9,11,17,10,9,16
Gortash Ravengard,7,Anão,Druida,17,10,16,9,17,17
Sarevok Windrunner,2,Halfling,Feiticeiro,17,18,11,15,16,12
Barcus Dekarios,6,Meio-Elfo,Paladino,8,8,14,12,13,15
Brem Stormwind,9,Dragonborn,Druida,11,10,17,8,8,10
Raphael Cliffgate,4,Tiefling,Clérigo,14,18,17,19,12,11
Roah Sunstrider,9,Tiefling,Patrulheiro,13,16,19,9,17,11
Ragzlin Sunstrider,2,Dragonborn,Mago,17,16,8,8,16,15
Kagha Starseeker,2,Tiefling,Feiticeiro,8,14,11,13,13,19
Zevlor Windrunner,9,Meio-Elfo,Feiticeiro,8,10,9,16,14,16
Cora Anchev,12,Meio-Elfo,Paladino,15,10,16,18,11,10
Sazza Starseeker,7,Elfo,Clérigo,11,11,12,14,8,14
Barcus Ironfist,7,Humano,Monge,12,14,10,12,12,16
Cora Bloodaxe,1,Halfling,Paladino,14,14,11,19,9,9
Bhaal Ravengard,11,Anão,Monge,15,19,13,10,15,11
Jaheira Cliffgate,6,Elfo,Mago,17,19,17,19,11,10
Bex Swiftfoot,7,Humano,Bruxo,14,9,8,19,8,15
Astarion Stoutbeard,11,Meio-Elfo,Bardo,9,19,14,15,17,11
Jaheira Bloodaxe,6,Gnomo,Mago,11,12,15,17,14,16
Ragzlin Sunstrider,6,Elfo,Ladino,17,14,14,11,19,8
Dammon Del'Vyre,2,Orc,Ladino,19,14,14,16,18,8
Sazza Moonbreeze,6,Tiefling,Patrulheiro,8,13,16,12,9,11
Karlach Shadowdancer,4,Tiefling,Paladino,17,17,11,13,10,10
Danis Starseeker,9,Meio-Elfo,Bardo,16,17,14,12,16,10
Raphael Spellweaver,12,Humano,Monge,10,19,16,17,16,17
Astarion Ansur,1,Githyanki,Guerreiro,19,15,12,19,9,19
Abdirak Starseeker,8,Halfling,Ladino,10,10,9,18,10,9
Minthara Swiftfoot,5,Elfo,Bardo,17,8,12,14,18,17
Aradin Nightbreeze,1,Dragonborn,Patrulheiro,16,10,11,14,19,17
Volothamp Starseeker,4,Orc,Clérigo,17,18,15,8,16,9
Elminster Swiftfoot,1,Orc,Bardo,10,9,12,9,8,15
Abdirak Stonefoot,6,Anão,Clérigo,15,9,16,14,9,8
Jaheira Sunstrider,2,Orc,Paladino,9,9,16,15,18,15
Rath Anchev,5,Tiefling,Druida,10,12,10,11,9,17
Sarevok Brightwood,7,Halfling,Clérigo,9,8,17,13,17,10
Nere Windrunner,2,Meio-Elfo,Paladino,8,17,13,18,10,9
Jaheira Silverfrond,6,Orc,Mago,9,11,13,19,17,16
Roah Nightbreeze,6,Dragonborn,Paladino,15,17,11,17,10,12
Wyll Shadowdancer,5,Elfo,Monge,16,12,18,10,17,12
Mizora Stormwind,5,Humano,Bardo,9,9,17,14,9,13
Astarion Darkweaver,3,Halfling,Bruxo,14,12,10,18,15,11
Alfira Moonbreeze,10,Anão,Druida,12,17,8,10,15,14
Zevlor Stoutbeard,10,Orc,Feiticeiro,10,11,19,18,15,14
Bhaal Spellweaver,11,Tiefling,Clérigo,16,15,14,14,9,18
Gortash Firebrand,12,Githyanki,Druida,13,8,12,19,16,16
Karlach Swiftfoot,2,Gnomo,Bardo,18,19,17,18,18,13
Abdirak Firebrand,7,Humano,Bardo,8,12,14,19,14,8
Dror Firebrand,1,Dragonborn,Clérigo,12,18,8,18,19,16
Shadowheart Starseeker,6,Elfo,Patrulheiro,14,19,15,15,12,19
Lae'zel Hallowtide,6,Anão,Bruxo,11,17,10,10,14,17
Minsc Silverfrond,3,Meio-Elfo,Clérigo,15,8,14,9,15,16
Mizora Spellweaver,2,Gnomo,Guerreiro,17,17,19,19,16,12
Roah Brightwood,12,Elfo,Druida,12,17,10,13,9,14
Ketheric Stoutbeard,2,Halfling,Guerreiro,16,11,10,11,13,8
Minsc Goldseeker,9,Githyanki,Feiticeiro,16,15,17,15,16,11
Ketheric Stonefoot,11,Meio-Elfo,Druida,16,8,16,9,13,19
Zevlor Stormwind,5,Elfo,Mago,8,18,9,11,9,17
Viconia Silverfrond,7,Elfo,Druida,9,9,11,9,8,11
Wyll Shadowdancer,12,Githyanki,Bardo,10,8,13,9,19,12
Raphael Brightwood,5,Gnomo,Paladino,11,18,10,9,10,13
Sazza Moonbreeze,7,Elfo,Guerreiro,17,14,19,8,18,11
Wyll Moonbreeze,4,Meio-Elfo,Guerreiro,16,9,17,11,12,13
Sazza Cliffgate,8,Humano,Ladino,17,8,17,9,14,17
Alfira Darkweaver,11,Elfo,Druida,13,19,14,16,17,14
Lae'zel Hallowtide,10,Elfo,Bruxo,8,13,14,16,17,10
Raphael Nightbreeze,11,Elfo,Monge,19,13,12,18,10,16
Volothamp Del'Vyre,10,Tiefling,Guerreiro,16,17,10,18,16,15
Ketheric Shadowdancer,7,Meio-Elfo,Feiticeiro,13,9,9,14,17,8
Cora Stormwind,10,Anão,Druida,11,8,11,13,19,9
Alfira Shadowdancer,5,Elfo,Bardo,11,17,11,19,11,9
Viconia Starseeker,11,Halfling,Monge,10,10,18,10,17,17
Astarion Hallowtide,6,Githyanki,Patrulheiro,14,17,15,19,9,16
Brem Dekarios,5,Githyanki,Paladino,10,12,15,14,10,19
Halsin Nightbreeze,7,Tiefling,Druida,9,13,12,8,12,16
Roah Stoutbeard,12,Dragonborn,Mago,17,10,13,16,10,16
Bex Silverfrond,2,Halfling,Monge,15,16,15,11,12,8
Orin Silverfrond,5,Halfling,Patrulheiro,11,18,8,13,11,14
Astarion Spellweaver,10,Meio-Elfo,Feiticeiro,15,12,12,13,18,19
Sarevok Spellweaver,3,Gnomo,Druida,8,9,11,18,17,18
Halsin Ravengard,9,Humano,Druida,12,17,11,10,10,10
Orin Cliffgate,6,Meio-Elfo,Monge,16,13,18,11,19,18
Bex Darkweaver,10,Elfo,Monge,8,19,9,18,13,16
Alfira Silverfrond,3,Tiefling,Monge,18,15,17,17,15,15
Ragzlin Nightbreeze,7,Githyanki,Clérigo,11,18,8,10,19,10
Roah Bloodaxe,4,Anão,Paladino,13,13,13,13,11,8
Mizora Windrunner,3,Tiefling,Guerreiro,17,11,14,8,16,16
Dammon Dekarios,8,Dragonborn,Monge,15,13,12,15,13,17
Voss Hallowtide,4,Orc,Monge,10,15,15,15,12,8
Sazza Stoutbeard,11,Elfo,Clérigo,12,15,16,16,10,10
Abdirak Nightbreeze,1,Tiefling,Bardo,14,17,18,13,12,13
Viconia Silverfrond,6,Meio-Elfo,Patrulheiro,8,9,18,8,12,13
Voss Cliffgate,10,Dragonborn,Bruxo,14,15,9,10,19,18
Jaheira Cliffgate,11,Gnomo,Druida,19,13,18,8,19,17
Gortash Sunstrider,11,Meio-Elfo,Druida,18,9,11,12,11,11
Minthara Stonefoot,1,Dragonborn,Monge,15,8,18,10,19,9
Shadowheart Del'Vyre,5,Meio-Elfo,Clérigo,15,13,16,9,13,17
Minsc Del'Vyre,7,Githyanki,Paladino,16,14,12,10,10,13
Gale Silverfrond,6,Meio-Elfo,Bruxo,13,17,10,16,17,17
Bex Windrunner,2,Humano,Bardo,19,12,13,18,8,12
Abdirak Anchev,11,Elfo,Ladino,13,17,10,15,14,13
Jaheira Shadowdancer,4,Anão,Bardo,9,15,12,10,14,14
Shadowheart Windrunner,11,Elfo,Ladino,10,18,10,18,19,18
Lae'zel Cliffgate,2,Anão,Clérigo,11,19,13,9,11,16
Dror Stoutbeard,11,Anão,Paladino,11,16,19,12,16,19
Ragzlin Starseeker,1,Anão,Bruxo,15,11,17,19,19,19
Abdirak Stoutbeard,3,Humano,Ladino,8,14,12,19,9,14
Roah Nightbreeze,3,Githyanki,Monge,17,15,16,19,8,11
Sarevok Cliffgate,12,Orc,Guerreiro,11,13,10,8,10,17
Karlach Bloodaxe,7,Tiefling,Guerreiro,18,9,13,11,14,12
Raphael Del'Vyre,1,Elfo,Monge,19,14,15,15,16,13
Blurg Swiftfoot,9,Meio-Elfo,Paladino,18,16,14,8,9,16
Orin Del'Vyre,11,Dragonborn,Mago,18,12,13,12,13,12
Omeluum Moonbreeze,6,Tiefling,Feiticeiro,11,9,9,19,10,12
Orin Spellweaver,4,Anão,Druida,8,11,14,11,12,14
Cora Ravengard,3,Anão,Bardo,10,10,15,13,19,9
Lae'zel Goldseeker,3,Githyanki,Ladino,12,11,8,14,16,10
Bex Nightbreeze,2,Halfling,Guerreiro,13,17,16,16,10,19
Cora Brightwood,2,Halfling,Monge,16,14,11,8,8,9
Bhaal Stonefoot,12,Tiefling,Bruxo,16,17,15,18,12,17
Orin Goldseeker,10,Humano,Feiticeiro,16,15,17,17,8,17
Roah Hallowtide,5,Meio-Elfo,Bruxo,18,8,14,11,15,19
Omeluum Windrunner,9,Elfo,Ladino,8,15,17,13,14,9
Viconia Dekarios,2,Orc,Mago,19,12,14,17,18,10
Orin Silverfrond,2,Gnomo,Patrulheiro,16,19,9,14,9,13
Wyll Silverfrond,12,Gnomo,Patrulheiro,15,14,8,14,18,12
Bex Swiftfoot,6,Orc,Clérigo,9,18,11,15,16,18
Ketheric Stormwind,10,Humano,Paladino,18,18,19,17,12,12
Danis Spellweaver,2,Gnomo,Paladino,8,8,9,15,14,9
Alfira Goldseeker,12,Orc,Bardo,8,9,15,15,11,9
Raphael Goldseeker,4,Elfo,Bardo,19,8,17,15,19,19
Gortash Silverfrond,6,Anão,Patrulheiro,13,12,14,19,8,8
Wyll Spellweaver,5,Gnomo,Ladino,16,13,15,15,15,10
Nere Windrunner,1,Meio-Elfo,Guerreiro,14,17,18,13,8,19
Ragzlin Dekarios,6,Meio-Elfo,Guerreiro,12,16,13,16,10,19
Dror Ansur,1,Meio-Elfo,Monge,18,15,8,10,13,18
Voss Ansur,3,Anão,Ladino,9,14,19,13,15,14
Jaheira Firebrand,10,Githyanki,Guerreiro,8,19,16,12,15,18
Bhaal Silverfrond,5,Anão,Mago,9,12,13,15,9,12
Omeluum Spellweaver,10,Anão,Druida,8,10,19,11,16,14
Aradin Sunstrider,5,Anão,Paladino,10,16,17,11,11,16
Volothamp Stoutbeard,10,Tiefling,Mago,13,12,8,17,11,13
Shadowheart Stormwind,6,Halfling,Guerreiro,15,10,8,18,9,9
Ketheric Silverfrond,12,Elfo,Druida,10,10,15,17,8,8
Wyll Starseeker,10,Tiefling,Monge,17,10,13,12,17,8
Abdirak Bloodaxe,8,Meio-Elfo,Bardo,16,13,15,18,14,17
Roah Stoutbeard,5,Humano,Ladino,17,8,15,13,18,16
Aradin Stoutbeard,11,Githyanki,Ladino,12,18,18,18,17,13
Viconia Firebrand,1,Halfling,Feiticeiro,14,11,15,11,10,13
Halsin Silverfrond,5,Orc,Guerreiro,15,15,17,9,11,11
Zevlor Hallowtide,3,Humano,Clérigo,10,10,14,19,18,19
Minthara Ravengard,4,Humano,Guerreiro,9,12,14,19,16,9
Kagha Spellweaver,8,Humano,Bardo,9,9,17,9,13,17
Ketheric Nightbreeze,7,Githyanki,Bardo,12,9,11,19,8,10
Zevlor Shadowdancer,11,Dragonborn,Monge,8,18,16,10,16,10
Halsin Starseeker,5,Gnomo,Patrulheiro,9,14,19,9,16,15
Omeluum Anchev,2,Orc,Bardo,16,17,9,8,12,13
Barcus Windrunner,6,Gnomo,Bardo,14,10,18,15,15,14
Wyll Stormwind,11,Gnomo,Paladino,13,12,16,19,14,16
Halsin Spellweaver,6,Anão,Mago,16,10,17,12,18,8
Astarion Hallowtide,10,Halfling,Paladino,14,13,10,17,15,9
Ketheric Silverfrond,10,Orc,Guerreiro,18,17,9,8,16,16
Danis Stormwind,11,Meio-Elfo,Bardo,12,10,11,16,9,12
Bex Bloodaxe,6,Meio-Elfo,Bruxo,16,15,12,15,17,11
