nome_personagem,classe,raca,nivel,forca,destreza,constituicao,inteligencia,sabedoria,carisma
Personagem_1556,Paladino,Elfo,7.0,20.0,10,14,7,9,14
Personagem_1557,Monge,Halfling,11.0,11.0,14,11,10,16,8
Personagem_1558,Mago,Githyanki,7.0,7.0,14,14,18,10,10
Personagem_1559,Monge,Humano,9.0,11.0,15,10,5,17,11
Personagem_1560,Feiticeiro,Tiefling,6.0,8.0,14,13,8,6,15
Personagem_1561,Patrulheiro,Anão,8.0,13.0,17,11,8,18,8
Personagem_1562,Patrulheiro,Anão,6.0,9.0,15,14,8,10,8
Personagem_1563,Bruxo,Humano,4.0,7.0,13,16,10,5,16
Personagem_1564,Mago,Githyanki,6.0,8.0,13,13,15,9,9
Personagem_1565,Guerreiro,Githyanki,4.0,17.0,16,15,6,14,8
Personagem_1566,Mago,Halfling,3.0,4.0,14,12,20,13,8
Personagem_1567,Patrulheiro,Elfo,2.0,12.0,18,14,10,14,8
Personagem_1568,Feiticeiro,Halfling,8.0,6.0,12,15,7,11,16
Personagem_1569,Paladino,Halfling,3.0,16.0,6,12,13,11,14
Personagem_1570,Bruxo,Githyanki,7.0,13.0,14,14,10,12,17
Personagem_1571,Guerreiro,Elfo,7.0,17.0,13,18,8,8,10
Personagem_1572,Feiticeiro,Halfling,4.0,11.0,11,12,11,8,16
Personagem_1573,Feiticeiro,Elfo,7.0,8.0,11,16,4,11,18
Personagem_1574,Bardo,Githyanki,5.0,12.0,15,12,12,7,16
Personagem_1575,Bruxo,draconato,5.0,9.0,16,17,11,11,17
Personagem_1576,Mago,Draconato,3.0,6.0,14,14,16,11,10
Personagem_1577,Clérigo,Halfling,8.0,13.0,13,18,9,18,16
Personagem_1578,Paladino,Humano,9.0,17.0,11,17,8,7,16
Personagem_1579,Clérigo,Humano,12.0,11.0,12,14,8,18,13
Personagem_1580,Mago,Anão,6.0,7.0,15,13,13,11,12
Personagem_1581,Mago,,4.0,5.0,14,15,15,11,11
Personagem_1582,Bruxo,Anão,9.0,4.0,12,17,11,8,16
Personagem_1583,Mago,Elfo,1.0,8.0,14,9,17,11,15
Personagem_1584,Patrulheiro,Halfling,4.0,8.0,13,15,10,13,8
Personagem_1585,Bardo,Githyanki,6.0,10.0,16,13,12,12,17
Personagem_1586,Guerreiro,Draconato,7.0,14.0,10,16,10,8,6
Personagem_1587,Mago,Githyanki,2.0,6.0,14,11,15,11,10
Personagem_1588,Clérigo,Elfo,7.0,13.0,7,16,8,12,15
Personagem_1589,Mago,Anão,1.0,6.0,15,14,17,12,6
Personagem_1590,Bardo,Draconato,5.0,,15,10,9,9,12
Personagem_1591,Patrulheiro,Tiefling,6.0,10.0,14,12,6,13,8
Personagem_1592,Patrulheiro,Elfo,7.0,7.0,13,13,8,9,11
Personagem_1593,Monge,Halfling,3.0,10.0,14,12,8,18,7
Personagem_1594,Patrulheiro,Halfling,3.0,12.0,16,13,10,15,6
Personagem_1595,Monge,Anão,8.0,11.0,18,12,9,17,9
Personagem_1596,Feiticeiro,Elfo,11.0,8.0,12,11,8,14,17
Personagem_1597,Paladino,Anão,6.0,19.0,9,15,7,10,16
Personagem_1598,Druida,Anão,1.0,8.0,10,11,14,19,8
Personagem_1599,Patrulheiro,Halfling,4.0,13.0,16,9,8,11,11
Personagem_1600,Guerreiro,Githyanki,6.0,13.0,15,15,7,11,11
Personagem_1601,Ladino,Draconato,2.0,5.0,15,15,16,10,14
Personagem_1602,Feiticeiro,Draconato,3.0,9.0,10,13,6,10,14
Personagem_1603,Patrulheiro,Tiefling,7.0,11.0,18,14,13,10,9
Personagem_1604,Paladino,Anão,4.0,15.0,11,15,9,8,19
Personagem_1605,Monge,Humano,6.0,14.0,17,13,5,13,9
Personagem_1606,Clérigo,Githyanki,5.0,9.0,10,12,11,18,14
Personagem_1607,Ladino,Tiefling,4.0,7.0,18,14,11,6,11
Personagem_1608,Paladino,Humano,12.0,15.0,15,12,9,6,19
Personagem_1609,Paladino,Anão,4.0,13.0,8,13,10,13,13
Personagem_1610,Patrulheiro,Draconato,7.0,9.0,15,11,11,17,8
Personagem_1611,Feiticeiro,Halfling,3.0,9.0,13,16,11,9,18
Personagem_1612,Ladino,Draconato,3.0,9.0,15,13,10,11,11
Personagem_1613,Bruxo,Githyanki,4.0,10.0,14,14,11,10,17
Personagem_1614,Druida,Elfo,6.0,8.0,11,14,8,16,9
Personagem_1615,Bruxo,Elfo,8.0,10.0,10,15,9,9,13
Personagem_1616,Ladino,Tiefling,5.0,6.0,13,10,12,7,8
Personagem_1617,Bruxo,Tiefling,10.0,6.0,13,15,11,5,17
Personagem_1618,Patrulheiro,Tiefling,4.0,11.0,15,7,9,12,13
Personagem_1619,Bardo,Humano,8.0,9.0,14,10,6,10,17
Personagem_1620,Monge,Tiefling,6.0,6.0,17,13,11,16,13
Personagem_1621,Bardo,Tiefling,4.0,9.0,19,10,10,9,15
Personagem_1622,Mago,Draconato,9.0,8.0,16,12,16,13,6
Personagem_1623,Bruxo,Tiefling,7.0,6.0,13,15,10,6,19
Personagem_1624,Mago,Draconato,6.0,8.0,10,17,16,13,9
Personagem_1625,Clérigo,Humano,7.0,12.0,10,12,10,20,10
Personagem_1626,Guerreiro,Humano,8.0,14.0,14,17,5,7,5
Personagem_1627,Clérigo,Anão,6.0,14.0,14,16,12,16,12
Personagem_1628,Ladino,draconato,2.0,9.0,17,11,13,12,15
Personagem_1629,Paladino,Halfling,7.0,11.0,10,17,8,11,17
Personagem_1630,Monge,Tiefling,8.0,9.0,13,15,6,11,10
Personagem_1631,Bruxo,,6.0,9.0,11,13,11,10,19
Personagem_1632,Feiticeiro,Tiefling,11.0,8.0,15,15,10,8,17
Personagem_1633,Guerreiro,Elfo,6.0,20.0,11,15,7,12,11
Personagem_1634,Druida,Githyanki,2.0,12.0,9,15,9,15,8
Personagem_1635,Druida,Githyanki,9.0,9.0,12,14,12,15,9
Personagem_1636,Druida,Humano,5.0,8.0,11,8,9,15,8
Personagem_1637,Bruxo,,4.0,11.0,11,16,14,6,17
Personagem_1638,Druida,Elfo,5.0,11.0,9,14,11,14,8
Personagem_1639,Patrulheiro,Tiefling,1.0,10.0,14,17,9,14,8
Personagem_1640,Bardo,Elfo,2.0,9.0,12,11,9,8,16
Personagem_1641,Guerreiro,Humano,7.0,16.0,10,14,11,10,11
Personagem_1642,Bardo,Draconato,3.0,8.0,13,11,11,10,19
Personagem_1643,Paladino,Humano,10.0,20.0,9,15,11,13,16
Personagem_1644,Guerreiro,Halfling,3.0,19.0,13,15,6,9,11
Personagem_1645,Bardo,Tiefling,4.0,9.0,15,12,11,9,18
Personagem_1646,Guerreiro,Elfo,8.0,17.0,13,16,9,7,9
Personagem_1647,Paladino,Elfo,5.0,14.0,9,17,10,11,12
Personagem_1648,Mago,   anão,7.0,9.0,12,12,18,11,12
Personagem_1649,Patrulheiro,Tiefling,7.0,11.0,15,12,14,16,13
Personagem_1650,Bruxo,Anão,5.0,7.0,15,14,6,11,20
Personagem_1651,Bruxo,Halfling,4.0,5.0,12,15,9,9,19
Personagem_1652,Druida,Halfling,4.0,9.0,13,13,7,13,6
Personagem_1653,Patrulheiro,Tiefling,9.0,12.0,18,9,8,13,11
Personagem_1654,Clérigo,Tiefling,5.0,12.0,8,11,11,19,12
Personagem_1655,Druida,Draconato,5.0,10.0,8,17,9,16,6
Personagem_1656,Ladino,Tiefling,8.0,11.0,16,12,11,10,10
Personagem_1657,Patrulheiro,Anão,9.0,9.0,14,11,9,16,10
Personagem_1658,Bardo,Humano,3.0,11.0,16,11,11,14,15
Personagem_1659,Guerreiro,Humano,8.0,15.0,14,13,7,9,8
Personagem_1660,Clérigo, elfo ,8.0,12.0,10,16,8,16,11
Personagem_1661,Patrulheiro,Draconato,2.0,10.0,15,11,11,16,8
Personagem_1662,Paladino,Tiefling,7.0,19.0,12,15,10,10,12
Personagem_1663,Ladino,Githyanki,3.0,8.0,17,13,10,13,14
Personagem_1664,Paladino,Elfo,6.0,14.0,9,14,8,5,16
Personagem_1665,Bruxo,Tiefling,4.0,4.0,12,13,11,8,18
Personagem_1666,Bruxo,Githyanki,8.0,6.0,14,10,11,13,17
Personagem_1667,Druida,Draconato,7.0,8.0,12,10,11,18,8
Personagem_1668,Bardo,Elfo,8.0,4.0,15,11,9,11,16
Personagem_1669,Clérigo,Draconato,5.0,13.0,11,11,11,11,10
Personagem_1670,Monge,Humano,9.0,9.0,16,12,7,16,10
Personagem_1671,Ladino,Elfo,8.0,4.0,19,14,14,11,13
Personagem_1672,Ladino,Elfo,4.0,11.0,20,9,10,12,9
Personagem_1673,Patrulheiro,Anão,10.0,11.0,17,16,7,17,7
Personagem_1674,Druida,Humano,4.0,11.0,7,14,11,14,5
Personagem_1675,Bruxo,Tiefling,7.0,7.0,11,9,11,8,15
Personagem_1676,Druida,Elfo,8.0,10.0,10,15,9,11,6
Personagem_1677,Guerreiro,Anão,4.0,16.0,16,12,11,8,11
Personagem_1678,Patrulheiro,Githyanki,9.0,12.0,17,14,11,12,12
Personagem_1679,Patrulheiro,Tiefling,8.0,11.0,16,12,8,14,8
Personagem_1680,Clérigo,Anão,1.0,11.0,11,14,12,16,13
Personagem_1681,Bardo,Halfling,4.0,8.0,13,10,14,11,19
Personagem_1682,Mago,Humano,9.0,11.0,10,12,15,11,12
Personagem_1683,Feiticeiro,Draconato,8.0,12.0,13,16,11,10,17
Personagem_1684,Feiticeiro,Githyanki,7.0,8.0,15,17,11,9,15
Personagem_1685,Patrulheiro,Elfo,11.0,12.0,17,10,11,15,5
Personagem_1686,Druida,Anão,10.0,5.0,11,13,7,18,8
Personagem_1687,Guerreiro,Humano,4.0,14.0,10,16,10,5,8
Personagem_1688,Clérigo,Tiefling,6.0,10.0,7,11,9,17,15
Personagem_1689,Monge,Tiefling,10.0,8.0,15,11,6,15,7
Personagem_1690,Feiticeiro,Anão,6.0,10.0,13,15,9,13,19
Personagem_1691,Clérigo,Halfling,1.0,15.0,11,12,9,17,11
Personagem_1692,Patrulheiro,Githyanki,11.0,,17,10,9,14,7
Personagem_1693,Bardo,Draconato,3.0,11.0,14,10,9,12,19
Personagem_1694,Paladino,Tiefling,10.0,15.0,11,15,10,14,15
Personagem_1695,Guerreiro,Tiefling,8.0,18.0,11,19,9,10,8
Personagem_1696,Bruxo,Humano,3.0,8.0,13,17,8,11,16
Personagem_1697,Clérigo,Draconato,6.0,11.0,10,14,7,17,8
Personagem_1698,Bardo,Tiefling,12.0,11.0,12,10,9,13,20
Personagem_1699,Monge,Humano,3.0,10.0,15,11,6,18,10
Personagem_1700,Mago,Tiefling,5.0,,17,11,18,15,11
Personagem_1701,Bruxo,Tiefling,7.0,6.0,11,13,8,9,14
Personagem_1702,Patrulheiro,Humano,10.0,9.0,17,13,7,13,11
Personagem_1703,Mago,Halfling,5.0,7.0,11,12,18,13,9
Personagem_1704,Monge,Anão,5.0,9.0,15,13,8,18,8
Personagem_1705,Bardo,Elfo,6.0,11.0,18,10,11,10,14
Personagem_1706,Feiticeiro,Tiefling,5.0,10.0,14,14,14,10,15
Personagem_1707,Mago,Tiefling,6.0,5.0,12,14,17,10,7
Personagem_1708,Patrulheiro,Elfo,8.0,10.0,15,15,9,13,9
Personagem_1709,Bruxo,Githyanki,2.0,9.0,13,12,10,8,18
Personagem_1710,Druida,Elfo,6.0,10.0,10,11,11,17,8
Personagem_1711,Ladino,Tiefling,6.0,7.0,150,15,10,12,9
Personagem_1712,Clérigo,Elfo,4.0,12.0,8,16,11,15,10
Personagem_1713,Feiticeiro,Anão,5.0,8.0,13,12,7,12,20
Personagem_1714,Mago,Humano,7.0,8.0,13,11,18,13,5
Personagem_1715,Paladino,Tiefling,9.0,17.0,11,14,10,9,14
Personagem_1716,Clérigo,,12.0,12.0,9,17,9,17,12
Personagem_1717,Druida,Tiefling,4.0,9.0,10,12,10,17,10
Personagem_1718,Monge,Humano,5.0,12.0,18,16,10,14,9
Personagem_1719,Ladino,,7.0,7.0,16,13,13,8,12
Personagem_1720,Bardo,Draconato,1.0,8.0,11,12,9,7,14
Personagem_1721,Druida,Elfo,1.0,12.0,10,14,14,18,7
Personagem_1722,Druida,Anão,2.0,9.0,16,13,11,18,10
Personagem_1723,Monge,Draconato,8.0,,17,13,9,15,8
Personagem_1724,Guerreiro,Halfling,9.0,15.0,12,18,5,12,9
Personagem_1725,Monge,Draconato,4.0,12.0,17,13,10,15,4
Personagem_1726,Guerreiro,Halfling,6.0,14.0,12,19,10,8,8
Personagem_1727,Guerreiro,Anão,6.0,17.0,14,16,9,9,8
Personagem_1728,Feiticeiro,Tiefling,3.0,6.0,14,11,8,12,17
Personagem_1729,Feiticeiro,Draconato,10.0,9.0,16,11,5,5,19
Personagem_1730,Bruxo,Draconato,8.0,6.0,12,16,9,12,16
Personagem_1731,Mago,Elfo,13.0,8.0,15,13,14,14,8
Personagem_1732,Mago,Humano,11.0,7.0,11,10,18,14,10
Personagem_1733,Patrulheiro,Elfo,10.0,9.0,13,11,8,14,8
Personagem_1734,Bardo,Halfling,1.0,9.0,15,14,12,9,14
Personagem_1735,Mago,Tiefling,6.0,11.0,16,11,20,11,12
Personagem_1736,Feiticeiro,Githyanki,3.0,7.0,14,13,9,11,15
Personagem_1737,Bruxo,Draconato,1.0,8.0,16,15,9,10,15
Personagem_1738,Bruxo,Anão,5.0,8.0,15,15,10,12,17
Personagem_1739,Guerreiro,Draconato,7.0,15.0,13,14,8,13,9
Personagem_1740,Patrulheiro,Tiefling,4.0,10.0,17,12,10,11,8
Personagem_1741,Monge,Anão,4.0,10.0,16,12,11,14,5
Personagem_1742,Bardo,Humano,8.0,10.0,13,10,10,11,13
Personagem_1743,Guerreiro,Draconato,2.0,19.0,15,16,10,10,10
Personagem_1744,Monge,Elfo,2.0,10.0,12,12,9,16,10
Personagem_1745,Mago,Elfo,11.0,10.0,12,7,16,11,9
Personagem_1746,Patrulheiro,Githyanki,8.0,7.0,14,15,8,15,12
Personagem_1747,Guerreiro,Githyanki,7.0,17.0,12,18,11,9,6
Personagem_1748,Clérigo,Anão,6.0,14.0,8,13,10,19,13
Personagem_1749,Mago,Anão,8.0,10.0,14,14,17,12,11
Personagem_1750,Monge,Anão,1.0,7.0,17,10,9,16,9
Personagem_1751,Bardo,Humano,6.0,9.0,14,12,12,10,17
Personagem_1752,Monge,Tiefling,7.0,9.0,18,12,10,17,7
Personagem_1753,Guerreiro,Anão,9.0,19.0,7,18,11,9,7
Personagem_1754,Guerreiro,Elfo,3.0,16.0,16,17,9,5,10
Personagem_1755,Druida,Anão,9.0,8.0,11,15,12,18,9
Personagem_1756,Bardo,Tiefling,5.0,8.0,13,14,9,12,16
Personagem_1757,Paladino,Tiefling,6.0,15.0,12,15,9,12,16
Personagem_1758,Mago,Halfling,8.0,10.0,15,16,16,12,10
Personagem_1759,Bruxo,Halfling,8.0,7.0,13,12,9,9,15
Personagem_1760,Bardo,Elfo,8.0,8.0,15,12,12,7,15
Personagem_1761,Bruxo,Draconato,8.0,11.0,15,11,11,12,18
Personagem_1762,Bardo,Halfling,8.0,8.0,17,11,11,9,16
Personagem_1763,Bardo,Anão,7.0,10.0,14,12,13,10,17
Personagem_1764,Monge,Humano,3.0,9.0,14,12,9,16,10
Personagem_1765,Bardo,Anão,7.0,11.0,14,10,10,9,16
Personagem_1766,Druida,Elfo,,3.0,12,15,8,12,7
Personagem_1767,Paladino,Humano,7.0,17.0,10,16,10,10,17
Personagem_1768,Guerreiro,Humano,6.0,16.0,11,14,6,11,10
Personagem_1769,Ladino,Halfling,1.0,7.0,15,13,8,8,11
Personagem_1770,Bruxo,Draconato,6.0,7.0,15,17,13,5,19
Personagem_1771,Guerreiro,Githyanki,4.0,17.0,11,15,6,12,11
Personagem_1772,Ladino,Elfo,8.0,8.0,16,11,8,15,13
Personagem_1773,Paladino,Draconato,10.0,18.0,8,15,4,10,17
Personagem_1774,Paladino,Tiefling,6.0,14.0,11,18,7,11,14
Personagem_1775,Bruxo,Draconato,6.0,12.0,15,12,11,9,15
Personagem_1776,Bruxo,Anão,6.0,9.0,16,14,8,8,17
Personagem_1777,Paladino,Anão,2.0,19.0,9,16,7,12,17
Personagem_1778,Ladino,,9.0,10.0,17,14,9,7,13
Personagem_1779,Bardo,Elfo,7.0,10.0,15,11,13,9,19
Personagem_1780,Mago,Anão,,8.0,15,11,19,11,7
Personagem_1781,Patrulheiro,Draconato,7.0,8.0,16,5,11,12,7
Personagem_1782,Clérigo,Githyanki,10.0,13.0,9,18,9,17,8
Personagem_1783,Patrulheiro,Githyanki,3.0,9.0,19,11,9,12,10
Personagem_1784,Guerreiro,Githyanki,7.0,15.0,10,15,11,10,9
Personagem_1785,Monge,Halfling,5.0,12.0,14,12,11,18,9
Personagem_1786,Guerreiro,Tiefling  ,4.0,15.0,12,17,9,12,7
Personagem_1787,Monge,Tiefling,16.0,14.0,17,10,8,17,10
Personagem_1788,Ladino,Tiefling,10.0,,15,14,12,7,11
Personagem_1789,Monge,Halfling,3.0,11.0,15,10,5,14,9
Personagem_1790,Bruxo,Githyanki,6.0,7.0,14,14,9,9,17
Personagem_1791,Mago,Halfling,5.0,5.0,10,11,12,9,11
Personagem_1792,Mago,Halfling,7.0,11.0,13,10,17,11,10
Personagem_1793,Bruxo,Draconato,7.0,10.0,14,15,10,9,13
Personagem_1794,Druida,Halfling,8.0,10.0,12,12,7,16,11
Personagem_1795,Patrulheiro,Humano,4.0,6.0,14,10,10,19,10
Personagem_1796,Ladino,Anão,1.0,5.0,17,14,13,8,13
Personagem_1797,Patrulheiro,Halfling,7.0,13.0,15,14,11,12,11
Personagem_1798,Druida,Anão,2.0,15.0,16,10,12,18,4
Personagem_1799,Druida,Humano,9.0,12.0,9,14,9,15,9
Personagem_1800,Guerreiro,Draconato,8.0,17.0,16,17,9,10,7
Personagem_1801,Paladino,Tiefling,5.0,15.0,8,19,6,11,17
Personagem_1802,Guerreiro,   anão,8.0,17.0,15,17,10,11,8
Personagem_1803,Paladino,Anão,7.0,11.0,10,14,11,11,16
Personagem_1804,Clérigo,Elfo,5.0,15.0,11,13,13,20,14
Personagem_1805,Monge,Draconato,1.0,11.0,14,11,6,16,12
Personagem_1806,Paladino,Tiefling,,14.0,10,18,9,11,14
Personagem_1807,Patrulheiro,Githyanki,6.0,7.0,18,10,9,14,9
Personagem_1808,Bruxo,Halfling,2.0,9.0,14,15,12,9,18
Personagem_1809,Guerreiro,Tiefling,13.0,18.0,13,17,8,12,9
Personagem_1810,Ladino,Draconato,1.0,10.0,16,12,11,12,15
Personagem_1811,Monge,Githyanki,8.0,13.0,15,16,7,13,10
Personagem_1812,Clérigo,Tiefling,6.0,9.0,8,15,9,16,11
Personagem_1813,Paladino,Halfling,3.0,12.0,8,16,8,11,15
Personagem_1814,Clérigo,Anão,2.0,12.0,7,10,11,17,13
Personagem_1815,Ladino,Humano,7.0,12.0,15,12,12,11,13
Personagem_1816,Druida,draconato,10.0,9.0,12,13,11,14,9
Personagem_1817,Mago,Anão,4.0,8.0,13,12,17,14,10
Personagem_1818,Ladino,Githyanki,8.0,8.0,19,12,9,12,9
Personagem_1819,Feiticeiro,Githyanki,8.0,5.0,14,11,9,8,17
Personagem_1820,Ladino,Draconato,7.0,10.0,13,9,10,8,14
Personagem_1821,Clérigo,Anão,4.0,15.0,11,16,13,17,8
Personagem_1822,Bruxo,Draconato,8.0,8.0,13,14,12,10,11
Personagem_1823,Guerreiro,Elfo,8.0,16.0,13,16,8,10,10
Personagem_1824,Bruxo,Halfling,4.0,11.0,11,19,10,11,18
Personagem_1825,Clérigo,Draconato,6.0,12.0,12,14,8,15,18
Personagem_1826,Guerreiro,Anão,3.0,10.0,12,15,8,12,7
Personagem_1827,Feiticeiro,Humano,5.0,6.0,10,9,9,12,17
Personagem_1828,Mago,Humano,9.0,12.0,14,10,16,13,8
Personagem_1829,Monge,Anão,4.0,9.0,19,10,4,13,5
Personagem_1830,Patrulheiro,Humano,7.0,11.0,15,15,7,15,13
Personagem_1831,Clérigo,Elfo,8.0,12.0,6,10,8,16,9
Personagem_1832,Paladino,Tiefling,3.0,17.0,11,16,6,10,15
Personagem_1833,Clérigo, elfo ,1.0,13.0,8,15,7,15,15
Personagem_1834,Clérigo,Halfling,3.0,10.0,12,15,9,16,14
Personagem_1835,Guerreiro,Tiefling,7.0,20.0,16,17,10,10,11
Personagem_1836,Bardo,Draconato,7.0,10.0,12,12,15,11,18
Personagem_1837,Ladino,Anão,4.0,10.0,18,12,12,8,16
Personagem_1838,Bardo,Anão,6.0,7.0,14,16,7,8,16
Personagem_1839,Feiticeiro,Githyanki,9.0,7.0,15,16,11,9,20
Personagem_1840,Paladino,Draconato,6.0,19.0,7,11,8,10,13
Personagem_1841,Mago,Githyanki,7.0,6.0,14,12,16,14,8
Personagem_1842,Druida,Elfo,8.0,9.0,11,14,10,14,7
Personagem_1843,Feiticeiro,Halfling,3.0,5.0,12,15,10,11,13
Personagem_1844,Druida,Githyanki,7.0,7.0,12,13,8,17,13
Personagem_1845,Druida,Tiefling,8.0,9.0,15,12,9,17,11
Personagem_1846,Mago,Humano,4.0,9.0,13,10,16,11,7
Personagem_1847,Bruxo,Draconato,9.0,7.0,11,12,12,7,19
Personagem_1848,Bardo,Githyanki,10.0,4.0,12,9,8,9,18
Personagem_1849,Clérigo,Draconato,6.0,14.0,13,13,10,19,11
Personagem_1850,Monge,draconato,4.0,7.0,18,11,11,15,11
Personagem_1851,Druida,Tiefling,11.0,12.0,9,13,11,16,9
Personagem_1852,Paladino,Draconato,8.0,15.0,8,14,8,10,15
Personagem_1853,Feiticeiro,Humano,7.0,9.0,15,13,9,9,17
Personagem_1854,Bruxo,Halfling,9.0,8.0,11,12,12,12,19
Personagem_1855,Druida,Githyanki,4.0,9.0,8,15,11,20,6
Personagem_1856,Bruxo,Githyanki,5.0,9.0,15,14,15,8,12
Personagem_1857,Bruxo,Tiefling,3.0,8.0,9,14,5,9,18
Personagem_1858,Druida,Humano,3.0,8.0,10,16,10,15,10
Personagem_1859,Guerreiro,Humano,1.0,14.0,19,15,11,12,7
Personagem_1860,Ladino,Githyanki,1.0,9.0,15,11,11,13,16
Personagem_1861,Paladino,Humano,6.0,13.0,7,17,8,12,13
Personagem_1862,Clérigo,Draconato,2.0,9.0,9,12,6,16,12
Personagem_1863,Clérigo,Githyanki,1.0,13.0,5,14,8,17,9
Personagem_1864,Paladino,Draconato,8.0,14.0,11,18,10,10,17
Personagem_1865,Guerreiro,Githyanki,6.0,14.0,11,15,11,10,8
Personagem_1866,Clérigo,Anão,8.0,11.0,8,14,9,13,12
Personagem_1867,Bruxo,Tiefling,8.0,11.0,13,13,8,9,17
Personagem_1868,Mago,Anão,1.0,6.0,11,14,16,10,13
Personagem_1869,Feiticeiro,Draconato,3.0,5.0,14,14,8,11,17
Personagem_1870,Bardo,Tiefling,6.0,7.0,11,14,12,9,12
Personagem_1871,Clérigo,Tiefling,7.0,14.0,8,10,6,17,13
Personagem_1872,Paladino,Elfo,9.0,17.0,9,15,9,9,16
Personagem_1873,Mago,Anão,10.0,11.0,13,13,15,8,8
Personagem_1874,Druida,Elfo,4.0,9.0,15,14,11,18,9
Personagem_1875,Ladino,Anão,7.0,9.0,17,16,11,10,11
Personagem_1876,Paladino,Tiefling,9.0,12.0,10,15,13,11,14
Personagem_1877,Bruxo,Halfling,6.0,7.0,15,11,11,10,15
Personagem_1878,Ladino,Anão,6.0,8.0,16,12,11,4,13
Personagem_1879,Feiticeiro,Elfo,5.0,9.0,16,10,9,10,18
Personagem_1880,Feiticeiro,Tiefling  ,6.0,10.0,13,15,8,10,18
Personagem_1881,Guerreiro,Draconato,3.0,16.0,13,14,11,5,8
Personagem_1882,Monge,Githyanki,4.0,9.0,16,16,7,16,6
Personagem_1883,Guerreiro,Anão,5.0,18.0,20,16,10,8,10
Personagem_1884,Mago,Tiefling,5.0,5.0,11,13,19,11,7
Personagem_1885,Ladino,Halfling,6.0,7.0,16,14,11,11,14
Personagem_1886,Monge,Halfling,5.0,10.0,17,15,6,14,10
Personagem_1887,Druida,Anão,9.0,9.0,10,10,12,15,7
Personagem_1888,Bruxo,Anão,3.0,12.0,12,12,12,9,16
Personagem_1889,Ladino,Draconato,7.0,9.0,15,11,12,10,12
Personagem_1890,Guerreiro,Draconato,9.0,16.0,12,15,7,10,14
Personagem_1891,Bardo,Draconato,4.0,11.0,12,12,12,8,14
Personagem_1892,Patrulheiro,Humano,9.0,10.0,17,14,9,17,6
Personagem_1893,Monge,Githyanki,7.0,13.0,19,12,7,19,12
Personagem_1894,Monge,Halfling,7.0,10.0,17,14,6,19,5
Personagem_1895,Bruxo,Draconato,8.0,9.0,12,13,9,8,14
Personagem_1896,Clérigo,Draconato,9.0,9.0,10,11,10,17,10
Personagem_1897,Feiticeiro,Githyanki,8.0,8.0,13,14,8,10,16
Personagem_1898,Feiticeiro,Humano,13.0,6.0,14,12,14,13,16
Personagem_1899,Bardo,Draconato,,7.0,14,13,12,9,19
Personagem_1900,Mago,Githyanki,1.0,7.0,13,10,19,11,9
Personagem_1901,Mago,Humano,7.0,8.0,14,13,17,13,7
Personagem_1902,Druida,Elfo,8.0,12.0,11,15,8,15,7
Personagem_1903,Ladino,draconato,10.0,7.0,17,13,11,11,10
Personagem_1904,Patrulheiro,Tiefling,11.0,10.0,12,12,12,14,6
Personagem_1905,Paladino,Githyanki,5.0,16.0,10,14,4,14,17
Personagem_1906,Clérigo,,5.0,9.0,9,12,8,17,10
Personagem_1907,Guerreiro,Githyanki,3.0,19.0,13,18,9,9,9
Personagem_1908,Paladino,Anão,1.0,17.0,14,13,10,11,18
Personagem_1909,Paladino,Anão,4.0,13.0,9,17,8,14,17
Personagem_1910,Monge,Elfo,5.0,14.0,13,13,8,15,6
Personagem_1911,Bardo,Tiefling,9.0,7.0,13,13,8,8,18
Personagem_1912,Feiticeiro,Tiefling,10.0,8.0,10,13,11,11,14
Personagem_1913,Druida,Humano,12.0,7.0,12,19,11,17,10
Personagem_1914,Mago,Draconato,6.0,8.0,15,13,12,11,9
Personagem_1915,Patrulheiro,Githyanki,7.0,13.0,14,11,11,14,9
Personagem_1916,Bardo,Anão,8.0,10.0,16,10,11,10,18
Personagem_1917,Monge,Anão,9.0,11.0,14,12,9,19,8
Personagem_1918,Guerreiro,Humano,8.0,16.0,17,15,9,10,10
Personagem_1919,Druida,Elfo,3.0,8.0,11,14,9,17,9
Personagem_1920,Monge,Halfling,6.0,14.0,16,10,8,11,9
Personagem_1921,Patrulheiro,Draconato,11.0,13.0,17,10,8,17,7
Personagem_1922,Feiticeiro,Tiefling,9.0,7.0,16,11,10,10,15
Personagem_1923,Feiticeiro,Githyanki,1.0,10.0,10,14,7,8,18
Personagem_1924,Feiticeiro,Elfo,6.0,4.0,17,13,7,9,17
Personagem_1925,Bardo,Draconato,5.0,7.0,14,14,14,5,19
Personagem_1926,Bardo,Humano,7.0,5.0,14,11,11,8,15
Personagem_1927,Mago,Githyanki,8.0,8.0,13,12,15,11,12
Personagem_1928,Mago,Tiefling,5.0,11.0,13,11,18,10,10
Personagem_1929,Guerreiro,Humano,4.0,20.0,14,14,9,14,7
Personagem_1930,Patrulheiro,Draconato,8.0,9.0,11,9,6,15,8
Personagem_1931,Druida,Halfling,8.0,10.0,14,19,9,12,9
Personagem_1932,Bruxo,Elfo,9.0,4.0,12,15,7,5,17
Personagem_1933,Bruxo,Elfo,3.0,10.0,11,14,11,7,17
Personagem_1934,Monge,Anão,7.0,13.0,18,13,6,13,4
Personagem_1935,Feiticeiro,Humano,5.0,4.0,16,15,10,9,18
Personagem_1936,Druida,Tiefling,5.0,10.0,14,11,11,18,8
Personagem_1937,Paladino,Elfo,3.0,15.0,7,13,9,11,17
